name,season,age,team,games,wins,losses,gabv_500,po_games,po_wins,po_losses
Edward Gottlieb,1954-55,56,PHW,72,33,39,-3.0,"","",""
Ed Gregory,1987-88,"",GSW,18,4,14,-5.0,"","",""
Richie Guerin,1964-65,32,STL,47,28,19,4.5,4,1,3
Richie Guerin,1965-66,33,STL,80,36,44,-4.0,10,6,4
Richie Guerin,1966-67,34,STL,81,39,42,-1.5,9,5,4
Richie Guerin,1967-68,35,STL,82,56,26,15.0,6,2,4
Richie Guerin,1968-69,36,ATL,82,48,34,7.0,11,5,6
Richie Guerin,1969-70,37,ATL,82,48,34,7.0,9,4,5
Richie Guerin,1970-71,38,ATL,82,36,46,-5.0,5,1,4
Richie Guerin,1971-72,39,ATL,82,36,46,-5.0,6,2,4
Matt Guokas,1985-86,41,PHI,82,54,28,13.0,12,6,6
Matt Guokas,1986-87,42,PHI,82,45,37,4.0,5,2,3
Matt Guokas,1987-88,43,PHI,43,20,23,-1.5,"","",""
Matt Guokas,1989-90,45,ORL,82,18,64,-23.0,"","",""
Matt Guokas,1990-91,46,ORL,82,31,51,-10.0,"","",""
Matt Guokas,1991-92,47,ORL,82,21,61,-20.0,"","",""
Matt Guokas,1992-93,48,ORL,82,41,41,0.0,"","",""
Frank Hamblen,1991-92,"",MIL,65,23,42,-9.5,"","",""
Frank Hamblen,2004-05,"",LAL,39,10,29,-9.5,"","",""
Leonard Hamilton,2000-01,"",WAS,82,19,63,-22.0,"","",""
Alex Hannum,1956-57,33,STL,31,15,16,-0.5,10,6,4
Alex Hannum,1957-58,34,STL,72,41,31,5.0,11,8,3
Alex Hannum,1960-61,37,SYR,79,38,41,-1.5,8,4,4
Alex Hannum,1961-62,38,SYR,80,41,39,1.0,5,2,3
Alex Hannum,1962-63,39,SYR,80,48,32,8.0,5,2,3
Alex Hannum,1963-64,40,SFW,80,48,32,8.0,12,5,7
Alex Hannum,1964-65,41,SFW,80,17,63,-23.0,"","",""
Alex Hannum,1965-66,42,SFW,80,35,45,-5.0,"","",""
Alex Hannum,1966-67,43,PHI,81,68,13,27.5,15,11,4
Alex Hannum,1967-68,44,PHI,82,62,20,21.0,13,7,6
Alex Hannum,1969-70,46,SDR,56,18,38,-10.0,"","",""
Alex Hannum,1970-71,47,SDR,82,40,42,-1.0,"","",""
Bill Hanzlik,1997-98,40,DEN,82,11,71,-30.0,"","",""
Del Harris,1979-80,42,HOU,82,41,41,0.0,7,2,5
Del Harris,1980-81,43,HOU,82,40,42,-1.0,21,12,9
Del Harris,1981-82,44,HOU,82,46,36,5.0,3,1,2
Del Harris,1982-83,45,HOU,82,14,68,-27.0,"","",""
Del Harris,1987-88,50,MIL,82,42,40,1.0,5,2,3
Del Harris,1988-89,51,MIL,82,49,33,8.0,9,3,6
Del Harris,1989-90,52,MIL,82,44,38,3.0,4,1,3
Del Harris,1990-91,53,MIL,82,48,34,7.0,3,0,3
Del Harris,1991-92,54,MIL,17,8,9,-0.5,"","",""
Del Harris,1994-95,57,LAL,82,48,34,7.0,10,5,5
Del Harris,1995-96,58,LAL,82,53,29,12.0,4,1,3
Del Harris,1996-97,59,LAL,82,56,26,15.0,9,4,5
Del Harris,1997-98,60,LAL,82,61,21,20.0,13,7,6
Del Harris,1998-99,61,LAL,12,6,6,0.0,"","",""
Les Harrison,1949-50,45,ROC,68,51,17,17.0,2,0,2
Les Harrison,1950-51,46,ROC,68,41,27,7.0,14,9,5
Les Harrison,1951-52,47,ROC,66,41,25,8.0,6,3,3
Les Harrison,1952-53,48,ROC,70,44,26,9.0,3,1,2
Les Harrison,1953-54,49,ROC,72,44,28,8.0,6,3,3
Les Harrison,1954-55,50,ROC,72,29,43,-7.0,3,1,2
Dick Harter,1988-89,58,CHH,82,20,62,-21.0,"","",""
Dick Harter,1989-90,59,CHH,40,8,32,-12.0,"","",""
Gar Heard,1992-93,44,DAL,53,9,44,-17.5,"","",""
Gar Heard,1999-00,51,WAS,44,14,30,-8.0,"","",""
Tom Heinsohn,1969-70,35,BOS,82,34,48,-7.0,"","",""
Tom Heinsohn,1970-71,36,BOS,82,44,38,3.0,"","",""
Tom Heinsohn,1971-72,37,BOS,82,56,26,15.0,11,5,6
Tom Heinsohn,1972-73,38,BOS,82,68,14,27.0,13,7,6
Tom Heinsohn,1973-74,39,BOS,82,56,26,15.0,18,12,6
Tom Heinsohn,1974-75,40,BOS,82,60,22,19.0,11,6,5
Tom Heinsohn,1975-76,41,BOS,82,54,28,13.0,18,12,6
Tom Heinsohn,1976-77,42,BOS,82,44,38,3.0,9,5,4
Tom Heinsohn,1977-78,43,BOS,34,11,23,-6.0,"","",""
Bob Hill,1986-87,"",NYK,66,20,46,-13.0,"","",""
Bob Hill,1990-91,"",IND,57,32,25,3.5,5,2,3
Bob Hill,1991-92,"",IND,82,40,42,-1.0,3,0,3
Bob Hill,1992-93,"",IND,82,41,41,0.0,4,1,3
Bob Hill,1994-95,"",SAS,82,62,20,21.0,15,9,6
Bob Hill,1995-96,"",SAS,82,59,23,18.0,10,5,5
Bob Hill,1996-97,"",SAS,18,3,15,-6.0,"","",""
Bob Hill,2005-06,"",SEA,52,22,30,-4.0,"","",""
Bob Hill,2006-07,"",SEA,82,31,51,-10.0,"","",""
Brian Hill,1993-94,46,ORL,82,50,32,9.0,3,0,3
Brian Hill,1994-95,47,ORL,82,57,25,16.0,21,11,10
Brian Hill,1995-96,48,ORL,82,60,22,19.0,12,7,5
Brian Hill,1996-97,49,ORL,49,24,25,-0.5,"","",""
Brian Hill,1997-98,50,VAN,82,19,63,-22.0,"","",""
Brian Hill,1998-99,51,VAN,50,8,42,-17.0,"","",""
Brian Hill,1999-00,52,VAN,22,4,18,-7.0,"","",""
Brian Hill,2005-06,58,ORL,82,36,46,-5.0,"","",""
Brian Hill,2006-07,59,ORL,82,40,42,-1.0,4,0,4
Fred Hoiberg,2015-16,43,CHI,82,42,40,1.0,0,0,0
Lionel Hollins,1999-00,46,VAN,60,18,42,-12.0,"","",""
Lionel Hollins,2004-05,51,MEM,4,0,4,-2.0,"","",""
Lionel Hollins,2008-09,55,MEM,39,13,26,-6.5,"","",""
Lionel Hollins,2009-10,56,MEM,82,40,42,-1.0,"","",""
Lionel Hollins,2010-11,57,MEM,82,46,36,5.0,13,7,6
Lionel Hollins,2011-12,58,MEM,66,41,25,8.0,7,3,4
Lionel Hollins,2012-13,59,MEM,82,56,26,15.0,15,8,7
Lionel Hollins,2014-15,61,BRK,82,38,44,-3.0,6,2,4
Lionel Hollins,2015-16,62,BRK,37,10,27,-8.5,0,0,0
Red Holzman,1953-54,33,MLH,26,10,16,-3.0,"","",""
Red Holzman,1954-55,34,MLH,72,26,46,-10.0,"","",""
Red Holzman,1955-56,35,STL,72,33,39,-3.0,8,4,4
Red Holzman,1956-57,36,STL,33,14,19,-2.5,"","",""
Red Holzman,1967-68,47,NYK,45,28,17,5.5,6,2,4
Red Holzman,1968-69,48,NYK,82,54,28,13.0,10,6,4
Red Holzman,1969-70,49,NYK,82,60,22,19.0,19,12,7
Red Holzman,1970-71,50,NYK,82,52,30,11.0,12,7,5
Red Holzman,1971-72,51,NYK,82,48,34,7.0,16,9,7
Red Holzman,1972-73,52,NYK,82,57,25,16.0,17,12,5
Red Holzman,1973-74,53,NYK,82,49,33,8.0,12,5,7
Red Holzman,1974-75,54,NYK,82,40,42,-1.0,3,1,2
Red Holzman,1975-76,55,NYK,82,38,44,-3.0,"","",""
Red Holzman,1976-77,56,NYK,82,40,42,-1.0,"","",""
Red Holzman,1978-79,58,NYK,68,25,43,-9.0,"","",""
Red Holzman,1979-80,59,NYK,82,39,43,-2.0,"","",""
Red Holzman,1980-81,60,NYK,82,50,32,9.0,2,0,2
Red Holzman,1981-82,61,NYK,82,33,49,-8.0,"","",""
Bob Hopkins,1977-78,43,SEA,22,5,17,-6.0,"","",""
Jeff Hornacek,2013-14,50,PHO,82,48,34,7.0,0,0,0
Jeff Hornacek,2014-15,51,PHO,82,39,43,-2.0,0,0,0
Jeff Hornacek,2015-16,52,PHO,49,14,35,-10.5,0,0,0
Kim Hughes,2009-10,57,LAC,33,8,25,-8.5,"","",""
Rex Hughes,1991-92,"",SAC,57,22,35,-6.5,"","",""
Rex Hughes,1992-93,"",SAS,1,1,0,0.5,"","",""
Melvin Hunt,2014-15,45,DEN,23,10,13,-1.5,0,0,0
Lindsey Hunter,2012-13,42,PHO,41,12,29,-8.5,0,0,0
Marc Iavaroni,2007-08,51,MEM,82,22,60,-19.0,"","",""
Marc Iavaroni,2008-09,52,MEM,41,11,30,-9.5,"","",""
Stu Inman,1971-72,"",POR,26,6,20,-7.0,"","",""
George Irvine,1984-85,36,IND,82,22,60,-19.0,"","",""
George Irvine,1985-86,37,IND,82,26,56,-15.0,"","",""
George Irvine,1988-89,40,IND,20,6,14,-4.0,"","",""
George Irvine,1999-00,51,DET,24,14,10,2.0,3,0,3
George Irvine,2000-01,52,DET,82,32,50,-9.0,"","",""
Dan Issel,1992-93,44,DEN,82,36,46,-5.0,"","",""
Dan Issel,1993-94,45,DEN,82,42,40,1.0,12,6,6
Dan Issel,1994-95,46,DEN,34,18,16,1.0,"","",""
Dan Issel,1999-00,51,DEN,82,35,47,-6.0,"","",""
Dan Issel,2000-01,52,DEN,82,40,42,-1.0,"","",""
Dan Issel,2001-02,53,DEN,26,9,17,-4.0,"","",""
Mark Jackson,2011-12,46,GSW,66,23,43,-10.0,0,0,0
Mark Jackson,2012-13,47,GSW,82,47,35,6.0,12,6,6
Mark Jackson,2013-14,48,GSW,82,51,31,10.0,7,3,4
Phil Jackson,1989-90,44,CHI,82,55,27,14.0,16,10,6
Phil Jackson,1990-91,45,CHI,82,61,21,20.0,17,15,2
Phil Jackson,1991-92,46,CHI,82,67,15,26.0,22,15,7
Phil Jackson,1992-93,47,CHI,82,57,25,16.0,19,15,4
Phil Jackson,1993-94,48,CHI,82,55,27,14.0,10,6,4
Phil Jackson,1994-95,49,CHI,82,47,35,6.0,10,5,5
Phil Jackson,1995-96,50,CHI,82,72,10,31.0,18,15,3
Phil Jackson,1996-97,51,CHI,82,69,13,28.0,19,15,4
Phil Jackson,1997-98,52,CHI,82,62,20,21.0,21,15,6
Phil Jackson,1999-00,54,LAL,82,67,15,26.0,23,15,8
Phil Jackson,2000-01,55,LAL,82,56,26,15.0,16,15,1
Phil Jackson,2001-02,56,LAL,82,58,24,17.0,19,15,4
Phil Jackson,2002-03,57,LAL,82,50,32,9.0,12,6,6
Phil Jackson,2003-04,58,LAL,82,56,26,15.0,22,13,9
Phil Jackson,2005-06,60,LAL,82,45,37,4.0,7,3,4
Phil Jackson,2006-07,61,LAL,82,42,40,1.0,5,1,4
Phil Jackson,2007-08,62,LAL,82,57,25,16.0,21,14,7
Phil Jackson,2008-09,63,LAL,82,65,17,24.0,23,16,7
Phil Jackson,2009-10,64,LAL,82,57,25,16.0,23,16,7
Phil Jackson,2010-11,65,LAL,82,57,25,16.0,10,4,6
Stu Jackson,1989-90,"",NYK,82,45,37,4.0,10,4,6
Stu Jackson,1990-91,"",NYK,15,7,8,-0.5,"","",""
Stu Jackson,1996-97,"",VAN,39,6,33,-13.5,"","",""
Buddy Jeannette,1949-50,32,BLB,68,25,43,-9.0,"","",""
Buddy Jeannette,1950-51,33,BLB,37,14,23,-4.5,"","",""
Buddy Jeannette,1964-65,47,BAL,80,37,43,-3.0,10,5,5
Buddy Jeannette,1966-67,49,BAL,16,3,13,-5.0,"","",""
Chris Jent,2004-05,35,ORL,18,5,13,-4.0,"","",""
Dave Joerger,2013-14,"",MEM,82,50,32,9.0,7,3,4
Dave Joerger,2014-15,"",MEM,82,55,27,14.0,11,6,5
Dave Joerger,2015-16,"",MEM,82,42,40,1.0,4,0,4
Avery Johnson,2004-05,39,DAL,18,16,2,7.0,13,6,7
Avery Johnson,2005-06,40,DAL,82,60,22,19.0,23,14,9
Avery Johnson,2006-07,41,DAL,82,67,15,26.0,6,2,4
Avery Johnson,2007-08,42,DAL,82,51,31,10.0,5,1,4
Avery Johnson,2010-11,45,NJN,82,24,58,-17.0,"","",""
Avery Johnson,2011-12,46,NJN,66,22,44,-11.0,0,0,0
Avery Johnson,2012-13,47,BRK,28,14,14,0.0,"","",""
Dennis Johnson,2002-03,48,LAC,24,8,16,-4.0,"","",""
Frank Johnson,2001-02,43,PHO,31,11,20,-4.5,"","",""
Frank Johnson,2002-03,44,PHO,82,44,38,3.0,6,2,4
Frank Johnson,2003-04,45,PHO,21,8,13,-2.5,"","",""
Magic Johnson,1993-94,34,LAL,16,5,11,-3.0,"","",""
Phil Johnson,1973-74,"",KCO,58,27,31,-2.0,"","",""
Phil Johnson,1974-75,"",KCO,82,44,38,3.0,6,2,4
Phil Johnson,1975-76,"",KCK,82,31,51,-10.0,"","",""
Phil Johnson,1976-77,"",KCK,82,40,42,-1.0,"","",""
Phil Johnson,1977-78,"",KCK,37,13,24,-5.5,"","",""
Phil Johnson,1981-82,"",CHI,1,0,1,-0.5,"","",""
Phil Johnson,1984-85,"",KCK,73,30,43,-6.5,"","",""
Phil Johnson,1985-86,"",SAC,82,37,45,-4.0,3,0,3
Phil Johnson,1986-87,"",SAC,46,14,32,-9.0,"","",""
Neil Johnston,1959-60,30,PHW,75,49,26,11.5,9,4,5
Neil Johnston,1960-61,31,PHW,79,46,33,6.5,3,0,3
K.C. Jones,1973-74,41,CAP,82,47,35,6.0,7,3,4
K.C. Jones,1974-75,42,WSB,82,60,22,19.0,17,8,9
K.C. Jones,1975-76,43,WSB,82,48,34,7.0,7,3,4
K.C. Jones,1983-84,51,BOS,82,62,20,21.0,23,15,8
K.C. Jones,1984-85,52,BOS,82,63,19,22.0,21,13,8
K.C. Jones,1985-86,53,BOS,82,67,15,26.0,18,15,3
K.C. Jones,1986-87,54,BOS,82,59,23,18.0,23,13,10
K.C. Jones,1987-88,55,BOS,82,57,25,16.0,17,9,8
K.C. Jones,1990-91,58,SEA,82,41,41,0.0,5,2,3
K.C. Jones,1991-92,59,SEA,36,18,18,0.0,"","",""
Wally Jones,1950-51,"",INO,12,7,5,1.0,3,1,2
Eddie Jordan,1996-97,42,SAC,15,6,9,-1.5,"","",""
Eddie Jordan,1997-98,43,SAC,82,27,55,-14.0,"","",""
Eddie Jordan,2003-04,49,WAS,82,25,57,-16.0,"","",""
Eddie Jordan,2004-05,50,WAS,82,45,37,4.0,10,4,6
Eddie Jordan,2005-06,51,WAS,82,42,40,1.0,6,2,4
Eddie Jordan,2006-07,52,WAS,82,41,41,0.0,4,0,4
Eddie Jordan,2007-08,53,WAS,82,43,39,2.0,6,2,4
Eddie Jordan,2008-09,54,WAS,11,1,10,-4.5,"","",""
Eddie Jordan,2009-10,55,PHI,82,27,55,-14.0,"","",""
Ed Jucker,1967-68,"",CIN,82,39,43,-2.0,"","",""
Ed Jucker,1968-69,"",CIN,82,41,41,0.0,"","",""
Alvin Julian,1949-50,48,BOS,68,22,46,-12.0,"","",""
George Karl,1984-85,32,CLE,82,36,46,-5.0,4,1,3
George Karl,1985-86,33,CLE,67,25,42,-8.5,"","",""
George Karl,1986-87,34,GSW,82,42,40,1.0,10,4,6
George Karl,1987-88,35,GSW,64,16,48,-16.0,"","",""
George Karl,1991-92,39,SEA,42,27,15,6.0,9,4,5
George Karl,1992-93,40,SEA,82,55,27,14.0,19,10,9
George Karl,1993-94,41,SEA,82,63,19,22.0,5,2,3
George Karl,1994-95,42,SEA,82,57,25,16.0,4,1,3
George Karl,1995-96,43,SEA,82,64,18,23.0,21,13,8
George Karl,1996-97,44,SEA,82,57,25,16.0,12,6,6
George Karl,1997-98,45,SEA,82,61,21,20.0,10,4,6
George Karl,1998-99,46,MIL,50,28,22,3.0,3,0,3
George Karl,1999-00,47,MIL,82,42,40,1.0,5,2,3
George Karl,2000-01,48,MIL,82,52,30,11.0,18,10,8
George Karl,2001-02,49,MIL,82,41,41,0.0,"","",""
George Karl,2002-03,50,MIL,82,42,40,1.0,6,2,4
George Karl,2004-05,52,DEN,40,32,8,12.0,5,1,4
George Karl,2005-06,53,DEN,82,44,38,3.0,5,1,4
George Karl,2006-07,54,DEN,82,45,37,4.0,5,1,4
George Karl,2007-08,55,DEN,82,50,32,9.0,4,0,4
George Karl,2008-09,56,DEN,82,54,28,13.0,16,10,6
George Karl,2009-10,57,DEN,82,53,29,12.0,6,2,4
George Karl,2010-11,58,DEN,82,50,32,9.0,5,1,4
George Karl,2011-12,59,DEN,66,38,28,5.0,7,3,4
George Karl,2012-13,60,DEN,82,57,25,16.0,6,2,4
George Karl,2014-15,62,SAC,30,11,19,-4.0,0,0,0
George Karl,2015-16,63,SAC,82,33,49,-8.0,0,0,0
Bob Kauffman,1977-78,31,DET,58,29,29,0.0,"","",""
Red Kerr,1966-67,34,CHI,81,33,48,-7.5,3,0,3
Red Kerr,1967-68,35,CHI,82,29,53,-12.0,5,1,4
Red Kerr,1968-69,36,PHO,82,16,66,-25.0,"","",""
Red Kerr,1969-70,37,PHO,38,15,23,-4.0,"","",""
Steve Kerr,2014-15,49,GSW,82,67,15,26.0,21,16,5
Steve Kerr,2015-16,50,GSW,82,73,9,32.0,7,6,1
Jason Kidd,2013-14,40,BRK,82,44,38,3.0,12,5,7
Jason Kidd,2014-15,41,MIL,82,41,41,0.0,6,2,4
Jason Kidd,2015-16,42,MIL,82,33,49,-8.0,0,0,0
Bob Kloppenburg,1981-82,"",CLE,3,0,3,-1.5,"","",""
Bob Kloppenburg,1991-92,"",SEA,4,2,2,0.0,"","",""
Lon Kruger,2000-01,"",ATL,82,25,57,-16.0,"","",""
Lon Kruger,2001-02,"",ATL,82,33,49,-8.0,"","",""
Lon Kruger,2002-03,"",ATL,27,11,16,-2.5,"","",""
Larry Krystkowiak,2006-07,42,MIL,18,5,13,-4.0,"","",""
Larry Krystkowiak,2007-08,43,MIL,82,26,56,-15.0,"","",""
John Kuester,2009-10,54,DET,82,27,55,-14.0,"","",""
John Kuester,2010-11,55,DET,82,30,52,-11.0,"","",""
John Kundla,1949-50,33,MNL,68,51,17,17.0,12,10,2
John Kundla,1950-51,34,MNL,68,44,24,10.0,7,3,4
John Kundla,1951-52,35,MNL,66,40,26,7.0,13,9,4
John Kundla,1952-53,36,MNL,70,48,22,13.0,12,9,3
John Kundla,1953-54,37,MNL,72,46,26,10.0,13,9,4
John Kundla,1954-55,38,MNL,72,40,32,4.0,7,3,4
John Kundla,1955-56,39,MNL,72,33,39,-3.0,3,1,2
John Kundla,1956-57,40,MNL,72,34,38,-2.0,5,2,3
John Kundla,1957-58,41,MNL,33,10,23,-6.5,"","",""
John Kundla,1958-59,42,MNL,72,33,39,-3.0,13,6,7
Bob Lanier,1994-95,46,GSW,37,12,25,-6.5,"","",""
Joe Lapchick,1949-50,49,NYK,68,40,28,6.0,5,3,2
Joe Lapchick,1950-51,50,NYK,66,36,30,3.0,14,8,6
Joe Lapchick,1951-52,51,NYK,66,37,29,4.0,14,8,6
Joe Lapchick,1952-53,52,NYK,70,47,23,12.0,11,6,5
Joe Lapchick,1953-54,53,NYK,72,44,28,8.0,4,0,4
Joe Lapchick,1954-55,54,NYK,72,38,34,2.0,3,1,2
Joe Lapchick,1955-56,55,NYK,51,26,25,0.5,"","",""
Frank Layden,1981-82,50,UTA,62,17,45,-14.0,"","",""
Frank Layden,1982-83,51,UTA,82,30,52,-11.0,"","",""
Frank Layden,1983-84,52,UTA,82,45,37,4.0,11,5,6
Frank Layden,1984-85,53,UTA,82,41,41,0.0,10,4,6
Frank Layden,1985-86,54,UTA,82,42,40,1.0,4,1,3
Frank Layden,1986-87,55,UTA,82,44,38,3.0,5,2,3
Frank Layden,1987-88,56,UTA,82,47,35,6.0,11,6,5
Frank Layden,1988-89,57,UTA,17,11,6,2.5,"","",""
George Lee,1968-69,32,SFW,82,41,41,0.0,6,2,4
George Lee,1969-70,33,SFW,52,22,30,-4.0,"","",""
Slick Leonard,1962-63,30,CHZ,42,13,29,-8.0,"","",""
Slick Leonard,1963-64,31,BAL,80,31,49,-9.0,"","",""
Slick Leonard,1976-77,44,IND,82,36,46,-5.0,"","",""
Slick Leonard,1977-78,45,IND,82,31,51,-10.0,"","",""
Slick Leonard,1978-79,46,IND,82,38,44,-3.0,"","",""
Slick Leonard,1979-80,47,IND,82,37,45,-4.0,"","",""
Andrew Levane,1952-53,32,MLH,71,27,44,-8.5,"","",""
Andrew Levane,1953-54,33,MLH,46,11,35,-12.0,"","",""
Andrew Levane,1958-59,38,NYK,72,40,32,4.0,2,0,2
Andrew Levane,1959-60,39,NYK,27,8,19,-5.5,"","",""
Andrew Levane,1961-62,41,STL,60,20,40,-10.0,"","",""
Grady Lewis,1949-50,32,STB,68,26,42,-8.0,"","",""
Gene Littles,1985-86,42,CLE,15,4,11,-3.5,"","",""
Gene Littles,1989-90,46,CHH,42,11,31,-10.0,"","",""
Gene Littles,1990-91,47,CHH,82,26,56,-15.0,"","",""
Gene Littles,1994-95,51,DEN,16,3,13,-5.0,"","",""
Earl Lloyd,1971-72,43,DET,70,20,50,-15.0,"","",""
Earl Lloyd,1972-73,44,DET,7,2,5,-1.5,"","",""
Tates Locke,1976-77,"",BUF,46,16,30,-7.0,"","",""
John Logan,1950-51,30,TRI,3,2,1,0.5,"","",""
Kevin Loughery,1972-73,32,PHI,31,5,26,-10.5,"","",""
Kevin Loughery,1976-77,36,NYN,82,22,60,-19.0,"","",""
Kevin Loughery,1977-78,37,NJN,82,24,58,-17.0,"","",""
Kevin Loughery,1978-79,38,NJN,82,37,45,-4.0,2,0,2
Kevin Loughery,1979-80,39,NJN,82,34,48,-7.0,"","",""
Kevin Loughery,1980-81,40,NJN,35,12,23,-5.5,"","",""
Kevin Loughery,1981-82,41,ATL,82,42,40,1.0,2,0,2
Kevin Loughery,1982-83,42,ATL,82,43,39,2.0,3,1,2
Kevin Loughery,1983-84,43,CHI,82,27,55,-14.0,"","",""
Kevin Loughery,1984-85,44,CHI,82,38,44,-3.0,4,1,3
Kevin Loughery,1985-86,45,WSB,13,7,6,0.5,5,2,3
Kevin Loughery,1986-87,46,WSB,82,42,40,1.0,3,0,3
Kevin Loughery,1987-88,47,WSB,27,8,19,-5.5,"","",""
Kevin Loughery,1991-92,51,MIA,82,38,44,-3.0,3,0,3
Kevin Loughery,1992-93,52,MIA,82,36,46,-5.0,"","",""
Kevin Loughery,1993-94,53,MIA,82,42,40,1.0,5,2,3
Kevin Loughery,1994-95,54,MIA,46,17,29,-6.0,"","",""
Sidney Lowe,1992-93,33,MIN,53,13,40,-13.5,"","",""
Sidney Lowe,1993-94,34,MIN,82,20,62,-21.0,"","",""
Sidney Lowe,2000-01,41,VAN,82,23,59,-18.0,"","",""
Sidney Lowe,2001-02,42,MEM,82,23,59,-18.0,"","",""
Sidney Lowe,2002-03,43,MEM,8,0,8,-4.0,"","",""
John Loyer,2013-14,"",DET,32,8,24,-8.0,0,0,0
John Lucas,1992-93,39,SAS,61,39,22,8.5,10,5,5
John Lucas,1993-94,40,SAS,82,55,27,14.0,4,1,3
John Lucas,1994-95,41,PHI,82,24,58,-17.0,"","",""
John Lucas,1995-96,42,PHI,82,18,64,-23.0,"","",""
John Lucas,2001-02,48,CLE,82,29,53,-12.0,"","",""
John Lucas,2002-03,49,CLE,42,8,34,-13.0,"","",""
Tyronn Lue,2015-16,38,CLE,41,27,14,6.5,5,5,0
Jim Lynam,1983-84,"",SDC,82,30,52,-11.0,"","",""
Jim Lynam,1984-85,"",LAC,61,22,39,-8.5,"","",""
Jim Lynam,1987-88,"",PHI,39,16,23,-3.5,"","",""
Jim Lynam,1988-89,"",PHI,82,46,36,5.0,3,0,3
Jim Lynam,1989-90,"",PHI,82,53,29,12.0,10,4,6
Jim Lynam,1990-91,"",PHI,82,44,38,3.0,8,4,4
Jim Lynam,1991-92,"",PHI,82,35,47,-6.0,"","",""
Jim Lynam,1994-95,"",WSB,82,21,61,-20.0,"","",""
Jim Lynam,1995-96,"",WSB,82,39,43,-2.0,"","",""
Jim Lynam,1996-97,"",WSB,46,22,24,-1.0,"","",""
Ed Macauley,1958-59,30,STL,62,43,19,12.0,6,2,4
Ed Macauley,1959-60,31,STL,75,46,29,8.5,14,7,7
Bob MacKinnon,1976-77,49,BUF,7,3,4,-0.5,"","",""
Bob MacKinnon,1980-81,53,NJN,47,12,35,-11.5,"","",""
Bob MacKinnon,1987-88,60,NJN,39,10,29,-9.5,"","",""
John MacLeod,1973-74,36,PHO,82,30,52,-11.0,"","",""
John MacLeod,1974-75,37,PHO,82,32,50,-9.0,"","",""
John MacLeod,1975-76,38,PHO,82,42,40,1.0,19,10,9
John MacLeod,1976-77,39,PHO,82,34,48,-7.0,"","",""
John MacLeod,1977-78,40,PHO,82,49,33,8.0,2,0,2
John MacLeod,1978-79,41,PHO,82,50,32,9.0,15,9,6
John MacLeod,1979-80,42,PHO,82,55,27,14.0,8,3,5
John MacLeod,1980-81,43,PHO,82,57,25,16.0,7,3,4
John MacLeod,1981-82,44,PHO,82,46,36,5.0,7,2,5
John MacLeod,1982-83,45,PHO,82,53,29,12.0,3,1,2
John MacLeod,1983-84,46,PHO,82,41,41,0.0,17,9,8
John MacLeod,1984-85,47,PHO,82,36,46,-5.0,3,0,3
John MacLeod,1985-86,48,PHO,82,32,50,-9.0,"","",""
John MacLeod,1986-87,49,PHO,56,22,34,-6.0,"","",""
John MacLeod,1987-88,50,DAL,82,53,29,12.0,17,10,7
John MacLeod,1988-89,51,DAL,82,38,44,-3.0,"","",""
John MacLeod,1989-90,52,DAL,11,5,6,-0.5,"","",""
John MacLeod,1990-91,53,NYK,67,32,35,-1.5,3,0,3
Brendan Malone,1995-96,"",TOR,82,21,61,-20.0,"","",""
Brendan Malone,2004-05,"",CLE,18,8,10,-1.0,"","",""
Mike Malone,2013-14,"",SAC,82,28,54,-13.0,0,0,0
Mike Malone,2014-15,"",SAC,24,11,13,-1.0,0,0,0
Mike Malone,2015-16,"",DEN,82,33,49,-8.0,0,0,0
Tom Marshall,1958-59,28,CIN,54,16,38,-11.0,"","",""
Tom Marshall,1959-60,29,CIN,75,19,56,-18.5,"","",""
Slater Martin,1956-57,31,STL,8,5,3,1.0,"","",""
Johnny McCarthy,1971-72,37,BUF,81,22,59,-18.5,"","",""
Jack McCloskey,1972-73,47,POR,82,21,61,-20.0,"","",""
Jack McCloskey,1973-74,48,POR,82,27,55,-14.0,"","",""
Dick McGuire,1959-60,34,DET,41,17,24,-3.5,2,0,2
Dick McGuire,1960-61,35,DET,79,34,45,-5.5,5,2,3
Dick McGuire,1961-62,36,DET,80,37,43,-3.0,10,5,5
Dick McGuire,1962-63,37,DET,80,34,46,-6.0,4,1,3
Dick McGuire,1965-66,40,NYK,59,24,35,-5.5,"","",""
Dick McGuire,1966-67,41,NYK,81,36,45,-4.5,4,1,3
Dick McGuire,1967-68,42,NYK,37,15,22,-3.5,"","",""
Frank McGuire,1961-62,"",PHW,80,49,31,9.0,12,6,6
Kevin McHale,2004-05,47,MIN,31,19,12,3.5,"","",""
Kevin McHale,2008-09,51,MIN,63,20,43,-11.5,"","",""
Kevin McHale,2011-12,54,HOU,66,34,32,1.0,0,0,0
Kevin McHale,2012-13,55,HOU,82,45,37,4.0,6,2,4
Kevin McHale,2013-14,56,HOU,82,54,28,13.0,6,2,4
Kevin McHale,2014-15,57,HOU,82,56,26,15.0,17,9,8
Kevin McHale,2015-16,58,HOU,11,4,7,-1.5,0,0,0
Morris McHone,1983-84,"",SAS,31,11,20,-4.5,"","",""
Bones McKinney,1950-51,32,WSC,35,10,25,-7.5,"","",""
Jack McKinney,1979-80,"",LAL,14,10,4,3.0,"","",""
Jack McKinney,1980-81,"",IND,82,44,38,3.0,2,0,2
Jack McKinney,1981-82,"",IND,82,35,47,-6.0,"","",""
